acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
0,02/03/2015,2,52.32868683,0,0
0,03/03/2015,2,72.93125283,0,0
0,04/03/2015,2,75.3168575,0,0
0,05/03/2015,1,58.72874733,0,0
0,06/03/2015,2,61.35937317,0,0
0,07/03/2015,0,0,0,0
0,08/03/2015,0,0,0,0
0,09/03/2015,1,13.03449133,0,0
0,10/03/2015,2,238.2826777,1,0
0,11/03/2015,2,90.317473,0,0
0,12/03/2015,1,20.36500967,0,0
0,13/03/2015,0,0,0,0
0,14/03/2015,0,0,0,0
0,15/03/2015,0,0,0,0
0,16/03/2015,2,164.3013078,0,0
0,17/03/2015,2,13.61274017,0,0
0,18/03/2015,2,28.96736533,1,0
0,19/03/2015,0,0,0,0
0,20/03/2015,0,0,0,0
0,21/03/2015,0,0,0,0
0,22/03/2015,0,0,0,0
0,23/03/2015,1,35.68798383,0,0
0,24/03/2015,1,142.7344815,1,0
0,25/03/2015,1,175.6848335,1,0
0,26/03/2015,1,50.231326,1,0
0,27/03/2015,0,0,0,0
0,28/03/2015,0,0,0,0
0,29/03/2015,0,0,0,0
0,30/03/2015,0,0,0,0
0,31/03/2015,1,173.54588,1,0
0,01/04/2015,1,214.8372178,3,0
0,02/04/2015,0,0,0,0
0,03/04/2015,1,59.07321333,1,0
0,04/04/2015,1,35.71483,0,0
0,05/04/2015,1,103.655366,1,0
0,06/04/2015,1,171.518927,1,0
0,07/04/2015,1,14.39983867,0,0
0,08/04/2015,2,115.6906042,2,0
0,09/04/2015,1,235.6872318,2,0
0,10/04/2015,0,0,0,0
0,11/04/2015,1,41.95401133,0,0
0,12/04/2015,1,17.41569967,0,0
0,13/04/2015,1,10.47543133,0,0
0,14/04/2015,1,37.04264833,0,0
0,15/04/2015,0,0,0,0
0,16/04/2015,0,0,0,0
0,17/04/2015,0,0,0,0
0,18/04/2015,0,0,0,0
0,19/04/2015,0,0,0,0
0,20/04/2015,1,25.2435245,0,0
0,21/04/2015,1,7.104640667,0,0
0,22/04/2015,0,0,0,0
0,23/04/2015,0,0,0,1
0,24/04/2015,0,0,0,0
0,25/04/2015,0,0,0,0
0,26/04/2015,0,0,0,0
0,27/04/2015,0,0,0,0
0,28/04/2015,1,3.130197667,0,0
0,29/04/2015,0,0,0,0
0,30/04/2015,0,0,0,0
0,01/05/2015,0,0,0,0
0,02/05/2015,0,0,0,0
0,03/05/2015,0,0,0,0
0,04/05/2015,0,0,0,0
0,05/05/2015,0,0,0,0
0,06/05/2015,0,0,0,0
0,07/05/2015,0,0,0,0
0,08/05/2015,3,121.3011078,1,0
0,09/05/2015,1,78.96648183,0,0
0,10/05/2015,2,39.11857183,0,0
0,11/05/2015,1,130.2379003,0,0
0,12/05/2015,1,8.6603245,0,0
0,13/05/2015,0,0,0,0
0,14/05/2015,0,0,0,0
0,15/05/2015,0,0,0,0
0,16/05/2015,0,0,0,0
0,17/05/2015,0,0,0,0
0,18/05/2015,0,0,0,0
0,19/05/2015,0,0,0,0
0,20/05/2015,0,0,0,0
0,21/05/2015,0,0,0,0
0,22/05/2015,0,0,0,0
0,23/05/2015,0,0,0,0
0,24/05/2015,0,0,0,0
0,25/05/2015,0,0,0,0
0,26/05/2015,0,0,0,0
0,27/05/2015,0,0,0,0
0,28/05/2015,0,0,0,0
0,29/05/2015,0,0,0,0
0,30/05/2015,0,0,0,0
0,31/05/2015,0,0,0,0
0,01/06/2015,0,0,0,0
0,02/06/2015,0,0,0,0
0,03/06/2015,0,0,0,0
0,04/06/2015,0,0,0,0
0,05/06/2015,0,0,0,0
0,06/06/2015,0,0,0,0
0,07/06/2015,0,0,0,0
0,08/06/2015,0,0,0,0
0,09/06/2015,0,0,0,0
0,10/06/2015,0,0,0,0
0,11/06/2015,0,0,0,0
0,12/06/2015,1,12.23136533,0,0
0,13/06/2015,0,0,0,0
0,14/06/2015,0,0,0,0
0,15/06/2015,0,0,0,0
0,16/06/2015,0,0,0,0
0,17/06/2015,0,0,0,0
0,18/06/2015,1,75.93212183,1,0
0,19/06/2015,1,72.5781645,1,0
0,20/06/2015,0,0,0,0
0,21/06/2015,0,0,0,0
0,22/06/2015,0,0,0,0
0,23/06/2015,0,0,0,0
0,24/06/2015,1,94.79828567,0,0
0,25/06/2015,0,0,0,0
0,26/06/2015,1,50.70915767,0,0
0,27/06/2015,0,0,0,0
0,28/06/2015,1,104.3308655,0,0
0,29/06/2015,1,211.4023882,2,0
0,30/06/2015,1,13.50550717,0,0
0,01/07/2015,0,0,0,0
0,02/07/2015,0,0,0,0
0,03/07/2015,0,0,0,0
0,04/07/2015,0,0,0,0
0,05/07/2015,0,0,0,0
0,06/07/2015,0,0,0,0
0,07/07/2015,0,0,0,0
0,08/07/2015,0,0,0,0
0,09/07/2015,0,0,0,0
0,10/07/2015,0,0,0,0
0,11/07/2015,0,0,0,0
0,12/07/2015,0,0,0,0
0,13/07/2015,0,0,0,0
0,14/07/2015,0,0,0,0
0,15/07/2015,0,0,0,0
0,16/07/2015,0,0,0,0
0,17/07/2015,0,0,0,0
0,18/07/2015,0,0,0,0
0,19/07/2015,0,0,0,0
0,20/07/2015,0,0,0,0
0,21/07/2015,0,0,0,0
0,22/07/2015,0,0,0,0
0,23/07/2015,0,0,0,0
0,24/07/2015,0,0,0,0
0,25/07/2015,0,0,0,0
0,27/07/2015,0,0,0,1
0,28/07/2015,0,0,0,0
0,29/07/2015,0,0,0,0
0,30/07/2015,0,0,0,0
0,31/07/2015,0,0,0,0
0,01/08/2015,0,0,0,0
0,02/08/2015,0,0,0,0
0,03/08/2015,0,0,0,0
0,04/08/2015,0,0,0,0
0,05/08/2015,0,0,0,0
0,06/08/2015,0,0,0,0
0,07/08/2015,0,0,0,0
0,08/08/2015,0,0,0,0
0,09/08/2015,0,0,0,0
0,10/08/2015,0,0,0,0
0,11/08/2015,0,0,0,0
0,12/08/2015,0,0,0,0
0,13/08/2015,0,0,0,0
0,14/08/2015,1,4.729416167,0,0
0,15/08/2015,0,0,0,0
0,16/08/2015,0,0,0,0
0,17/08/2015,0,0,0,0
0,18/08/2015,0,0,0,0
0,19/08/2015,0,0,0,0
0,20/08/2015,0,0,0,0
0,21/08/2015,0,0,0,0
0,22/08/2015,0,0,0,0
0,23/08/2015,0,0,0,0
0,24/08/2015,0,0,0,0
0,25/08/2015,0,0,0,0
0,26/08/2015,1,14.96941617,0,0
0,27/08/2015,0,0,0,0
1,06/05/2015,1,9.640248,0,0
1,07/05/2015,0,0,0,0
1,08/05/2015,0,0,0,0
1,09/05/2015,0,0,0,0
1,10/05/2015,0,0,0,0
1,11/05/2015,0,0,0,0
1,12/05/2015,1,8.936136667,0,0
1,13/05/2015,2,202.4374995,2,0
1,14/05/2015,1,300.8201817,2,0
1,15/05/2015,1,144.2232583,0,0
1,16/05/2015,0,0,0,0
1,17/05/2015,0,0,0,0
1,18/05/2015,1,250.7725985,2,0
1,19/05/2015,2,343.2474962,3,0
1,20/05/2015,0,0,0,0
1,21/05/2015,1,63.902367,0,0
1,22/05/2015,1,189.4586242,0,0
1,23/05/2015,0,0,0,0
1,24/05/2015,0,0,0,0
1,25/05/2015,0,0,0,0
1,26/05/2015,3,151.3747132,0,0
1,27/05/2015,1,125.0190875,0,0
1,28/05/2015,2,187.35692,0,0
1,29/05/2015,1,88.849618,0,0
1,30/05/2015,2,18.118867,0,0
1,31/05/2015,1,26.535007,1,0
1,01/06/2015,0,0,0,0
1,02/06/2015,1,110.0918913,1,0
1,03/06/2015,0,0,0,0
1,04/06/2015,0,0,0,0
1,05/06/2015,1,195.111528,1,0
1,06/06/2015,1,62.82414917,1,0
1,07/06/2015,0,0,0,0
1,08/06/2015,2,130.3136958,1,0
1,09/06/2015,1,211.1396013,2,0
1,10/06/2015,1,71.39473817,1,0
1,11/06/2015,1,159.5672787,0,0
1,12/06/2015,1,9.3085855,0,0
1,13/06/2015,0,0,0,0
1,14/06/2015,0,0,0,0
1,15/06/2015,0,0,0,0
1,16/06/2015,0,0,0,0
1,17/06/2015,0,0,0,0
1,18/06/2015,0,0,0,0
1,19/06/2015,0,0,0,0
1,20/06/2015,0,0,0,0
1,21/06/2015,0,0,0,0
1,22/06/2015,0,0,0,0
1,23/06/2015,0,0,0,0
1,24/06/2015,0,0,0,0
1,25/06/2015,1,9.0560495,0,0
1,26/06/2015,0,0,0,0
1,27/06/2015,0,0,0,0
1,28/06/2015,0,0,0,0
1,29/06/2015,0,0,0,0
1,30/06/2015,0,0,0,0
1,01/07/2015,0,0,0,0
1,02/07/2015,0,0,0,0
1,03/07/2015,0,0,0,0
1,04/07/2015,0,0,0,0
1,05/07/2015,0,0,0,0
1,06/07/2015,0,0,0,0
1,07/07/2015,0,0,0,0
1,08/07/2015,0,0,0,0
1,09/07/2015,2,20.74613467,0,0
1,10/07/2015,6,653.5288803,4,0
1,11/07/2015,2,32.816762,0,0
1,12/07/2015,1,2.619308833,0,0
1,13/07/2015,0,0,0,0
1,14/07/2015,0,0,0,0
1,15/07/2015,0,0,0,0
1,16/07/2015,0,0,0,0
1,17/07/2015,0,0,0,0
1,18/07/2015,0,0,0,0
1,19/07/2015,0,0,0,0
1,20/07/2015,0,0,0,0
1,21/07/2015,3,263.1108015,1,0
1,22/07/2015,1,7.6601485,0,0
1,23/07/2015,0,0,0,0
1,24/07/2015,1,101.1307422,1,0
1,25/07/2015,0,0,0,0
1,27/07/2015,0,0,0,0
1,28/07/2015,0,0,0,0
1,29/07/2015,0,0,0,0
1,30/07/2015,0,0,0,0
1,31/07/2015,0,0,0,0
1,01/08/2015,0,0,0,0
1,02/08/2015,0,0,0,0
1,03/08/2015,0,0,0,0
1,04/08/2015,0,0,0,0
1,05/08/2015,0,0,0,0
1,06/08/2015,0,0,0,0
1,07/08/2015,0,0,0,0
1,08/08/2015,0,0,0,0
1,09/08/2015,0,0,0,0
1,10/08/2015,0,0,0,0
1,11/08/2015,0,0,0,0
1,12/08/2015,0,0,0,0
1,13/08/2015,0,0,0,0
1,14/08/2015,0,0,0,0
1,15/08/2015,0,0,0,0
1,16/08/2015,0,0,0,0
1,17/08/2015,0,0,0,0
1,18/08/2015,0,0,0,0
1,19/08/2015,0,0,0,0
1,20/08/2015,1,18.94377483,0,0
1,21/08/2015,1,6.748840833,0,0
1,22/08/2015,0,0,0,0
1,23/08/2015,0,0,0,0
1,24/08/2015,1,5.268997,0,0
1,25/08/2015,1,30.10219083,0,0
1,26/08/2015,1,84.06775417,0,0
1,27/08/2015,0,0,0,0
2,08/06/2015,0,0,0,0
2,09/06/2015,0,0,0,0
2,10/06/2015,0,0,0,0
2,11/06/2015,0,0,0,0
2,12/06/2015,0,0,0,0
2,13/06/2015,0,0,0,0
2,14/06/2015,0,0,0,0
2,15/06/2015,0,0,0,0
2,16/06/2015,0,0,0,0
2,17/06/2015,0,0,0,0
2,18/06/2015,0,0,0,0
2,19/06/2015,0,0,0,0
2,20/06/2015,0,0,0,0
2,21/06/2015,0,0,0,0
2,22/06/2015,0,0,0,0
2,23/06/2015,0,0,0,0
2,24/06/2015,0,0,0,0
2,25/06/2015,0,0,0,0
2,26/06/2015,0,0,0,0
2,27/06/2015,0,0,0,0
2,28/06/2015,0,0,0,0
2,29/06/2015,0,0,0,0
2,30/06/2015,0,0,0,0
2,01/07/2015,0,0,0,0
2,02/07/2015,0,0,0,0
2,03/07/2015,0,0,0,0
2,04/07/2015,0,0,0,0
2,05/07/2015,2,52.4235215,0,0
2,06/07/2015,1,40.32960333,0,0
2,07/07/2015,2,72.7622655,0,0
2,08/07/2015,0,0,0,0
2,09/07/2015,0,0,0,0
2,10/07/2015,4,529.1546677,2,0
2,11/07/2015,2,562.2041653,2,0
2,12/07/2015,0,0,0,0
2,13/07/2015,0,0,0,0
2,14/07/2015,1,35.363993,0,0
2,15/07/2015,0,0,0,0
2,16/07/2015,0,0,0,0
2,17/07/2015,1,110.5183147,0,0
2,18/07/2015,1,3.824920333,0,0
2,19/07/2015,2,237.4210448,1,0
2,20/07/2015,1,257.4678087,1,0
2,21/07/2015,0,0,0,0
2,22/07/2015,0,0,0,0
2,23/07/2015,0,0,0,0
2,24/07/2015,1,5.9314785,0,0
2,25/07/2015,1,48.06900983,0,0
2,27/07/2015,1,151.7112622,1,0
2,28/07/2015,0,0,0,0
2,29/07/2015,1,33.02208533,0,0
2,30/07/2015,0,0,0,0
2,31/07/2015,3,118.4552222,1,0
2,01/08/2015,0,0,0,0
2,02/08/2015,0,0,0,0
2,03/08/2015,0,0,0,0
2,04/08/2015,1,11.14664433,0,0
2,05/08/2015,0,0,0,0
2,06/08/2015,0,0,0,0
2,07/08/2015,1,3.6482675,0,0
2,08/08/2015,0,0,0,0
2,09/08/2015,0,0,0,0
2,10/08/2015,0,0,0,0
2,11/08/2015,0,0,0,0
2,12/08/2015,0,0,0,0
2,13/08/2015,0,0,0,0
2,14/08/2015,0,0,0,0
2,15/08/2015,0,0,0,0
2,16/08/2015,2,20.898717,0,0
2,17/08/2015,1,80.47559133,0,0
2,18/08/2015,1,126.233124,0,0
2,19/08/2015,1,71.506794,0,0
2,20/08/2015,1,33.092238,0,0
2,21/08/2015,1,42.43361617,0,0
2,22/08/2015,1,12.33607817,0,0
2,23/08/2015,1,5.702436167,0,0
2,24/08/2015,1,23.6492425,0,0
2,25/08/2015,1,70.677827,0,0
2,26/08/2015,1,161.6815685,0,0
2,27/08/2015,1,55.28853717,1,0
3,10/11/2014,2,136.1835995,0,0
3,11/11/2014,1,11.0550435,0,0
3,12/11/2014,1,34.615231,1,0
3,13/11/2014,1,406.3332692,3,0
3,14/11/2014,2,91.475528,0,0
3,15/11/2014,1,148.2441033,2,0
3,16/11/2014,0,0,0,0
3,17/11/2014,1,195.6512002,2,0
3,18/11/2014,2,163.3229915,1,0
3,19/11/2014,0,0,0,0
3,20/11/2014,2,54.30447583,0,0
3,21/11/2014,2,64.15618933,0,0
3,22/11/2014,1,35.82657267,0,0
3,23/11/2014,0,0,0,0
3,24/11/2014,0,0,0,1
3,25/11/2014,1,109.8568135,3,0
3,26/11/2014,1,86.58777783,1,0
3,27/11/2014,0,0,0,0
3,28/11/2014,0,0,0,0
3,29/11/2014,0,0,0,0
3,30/11/2014,0,0,0,0
3,01/12/2014,0,0,0,0
3,02/12/2014,1,136.182332,1,0
3,03/12/2014,0,0,0,0
3,04/12/2014,0,0,0,0
3,05/12/2014,1,44.73907483,0,0
3,06/12/2014,0,0,0,0
3,07/12/2014,0,0,0,0
3,08/12/2014,0,0,0,0
3,09/12/2014,1,46.81838767,1,0
3,10/12/2014,0,0,0,0
3,11/12/2014,1,128.9821192,0,0
3,12/12/2014,0,0,0,0
3,13/12/2014,0,0,0,0
3,14/12/2014,1,101.5958455,2,0
3,15/12/2014,0,0,0,0
3,16/12/2014,0,0,0,0
3,17/12/2014,1,71.521254,0,0
3,18/12/2014,0,0,0,0
3,19/12/2014,0,0,0,0
3,20/12/2014,0,0,0,0
3,21/12/2014,1,174.8517835,3,0
3,22/12/2014,0,0,0,0
3,23/12/2014,0,0,0,0
3,24/12/2014,0,0,0,0
3,25/12/2014,0,0,0,0
3,26/12/2014,0,0,0,0
3,27/12/2014,1,5.7076545,0,0
3,28/12/2014,1,62.287003,0,0
3,29/12/2014,0,0,0,0
3,30/12/2014,0,0,0,0
3,31/12/2014,0,0,0,0
3,01/01/2015,0,0,0,0
3,02/01/2015,0,0,0,0
3,03/01/2015,0,0,0,0
3,04/01/2015,0,0,0,0
3,05/01/2015,0,0,0,0
3,06/01/2015,0,0,0,0
3,07/01/2015,0,0,0,0
3,08/01/2015,0,0,0,0
3,09/01/2015,0,0,0,0
3,10/01/2015,1,26.83747617,0,0
3,11/01/2015,0,0,0,0
3,12/01/2015,0,0,0,0
3,13/01/2015,0,0,0,0
3,14/01/2015,0,0,0,0
3,15/01/2015,0,0,0,0
3,16/01/2015,0,0,0,0
3,17/01/2015,0,0,0,0
3,18/01/2015,0,0,0,0
3,19/01/2015,1,58.36181217,1,0
3,20/01/2015,0,0,0,0
3,21/01/2015,0,0,0,0
3,22/01/2015,0,0,0,0
3,23/01/2015,0,0,0,0
3,24/01/2015,0,0,0,0
3,25/01/2015,0,0,0,0
3,26/01/2015,2,113.8840842,0,0
3,27/01/2015,0,0,0,0
3,28/01/2015,0,0,0,0
3,29/01/2015,0,0,0,0
3,30/01/2015,0,0,0,0
3,31/01/2015,0,0,0,0
3,01/02/2015,0,0,0,0
3,02/02/2015,0,0,0,0
3,03/02/2015,0,0,0,0
3,04/02/2015,0,0,0,0
3,05/02/2015,0,0,0,0
3,06/02/2015,0,0,0,0
3,07/02/2015,0,0,0,0
3,08/02/2015,0,0,0,0
3,09/02/2015,0,0,0,0
3,10/02/2015,0,0,0,0
3,11/02/2015,0,0,0,0
3,12/02/2015,0,0,0,0
3,13/02/2015,0,0,0,0
3,14/02/2015,0,0,0,0
3,15/02/2015,0,0,0,0
3,16/02/2015,0,0,0,0
3,17/02/2015,0,0,0,0
3,18/02/2015,0,0,0,0
3,19/02/2015,0,0,0,0
3,20/02/2015,0,0,0,0
3,21/02/2015,0,0,0,0
3,22/02/2015,0,0,0,0
3,23/02/2015,0,0,0,0
3,24/02/2015,0,0,0,0
3,25/02/2015,0,0,0,0
3,26/02/2015,0,0,0,0
3,27/02/2015,0,0,0,0
3,28/02/2015,0,0,0,0
3,01/03/2015,0,0,0,0
3,02/03/2015,0,0,0,0
3,03/03/2015,0,0,0,0
3,04/03/2015,1,21.26535967,0,0
3,05/03/2015,0,0,0,0
3,06/03/2015,0,0,0,0
3,07/03/2015,0,0,0,0
3,08/03/2015,0,0,0,0
3,09/03/2015,0,0,0,0
3,10/03/2015,0,0,0,0
3,11/03/2015,0,0,0,0
3,12/03/2015,0,0,0,0
3,13/03/2015,0,0,0,0
3,14/03/2015,0,0,0,0
3,15/03/2015,0,0,0,0
3,16/03/2015,0,0,0,0
3,17/03/2015,0,0,0,0
3,18/03/2015,0,0,0,0
3,19/03/2015,0,0,0,0
3,20/03/2015,0,0,0,0
3,21/03/2015,0,0,0,0
3,22/03/2015,0,0,0,0
3,23/03/2015,0,0,0,0
3,24/03/2015,0,0,0,0
3,25/03/2015,0,0,0,0
3,26/03/2015,0,0,0,0
3,27/03/2015,0,0,0,0
3,28/03/2015,0,0,0,0
3,29/03/2015,1,19.87230183,0,0
3,30/03/2015,0,0,0,0
3,31/03/2015,1,14.57459317,0,0
3,01/04/2015,0,0,0,0
3,02/04/2015,0,0,0,0
3,03/04/2015,1,12.497801,0,0
3,04/04/2015,1,61.63806567,0,0
3,05/04/2015,0,0,0,0
3,06/04/2015,0,0,0,0
3,07/04/2015,1,107.8494705,2,0
3,08/04/2015,0,0,0,0
3,09/04/2015,0,0,0,0
3,10/04/2015,0,0,0,0
3,11/04/2015,0,0,0,0
3,12/04/2015,1,3.468875667,0,0
3,13/04/2015,2,12.99817833,0,0
3,14/04/2015,0,0,0,0
3,15/04/2015,1,20.6778245,0,0
3,16/04/2015,2,20.05770617,0,0
3,17/04/2015,0,0,0,0
3,18/04/2015,1,213.3095908,2,0
3,19/04/2015,0,0,0,0
3,20/04/2015,0,0,0,0
3,21/04/2015,0,0,0,0
3,22/04/2015,0,0,0,0
3,23/04/2015,0,0,0,1
3,24/04/2015,0,0,0,0
3,25/04/2015,0,0,0,0
3,26/04/2015,1,165.4050603,1,0
3,27/04/2015,0,0,0,0
3,28/04/2015,0,0,0,0
3,29/04/2015,0,0,0,0
3,30/04/2015,0,0,0,0
3,01/05/2015,0,0,0,0
3,02/05/2015,0,0,0,0
3,03/05/2015,2,108.5555075,2,0
3,04/05/2015,0,0,0,0
3,05/05/2015,0,0,0,0
3,06/05/2015,0,0,0,0
3,07/05/2015,0,0,0,0
3,08/05/2015,0,0,0,0
3,09/05/2015,0,0,0,0
3,10/05/2015,0,0,0,0
3,11/05/2015,0,0,0,0
3,12/05/2015,1,117.2638572,1,0
3,13/05/2015,0,0,0,0
3,14/05/2015,0,0,0,0
3,15/05/2015,0,0,0,0
3,16/05/2015,0,0,0,0
3,17/05/2015,0,0,0,0
3,18/05/2015,0,0,0,0
3,19/05/2015,0,0,0,0
3,20/05/2015,0,0,0,0
3,21/05/2015,0,0,0,0
3,22/05/2015,0,0,0,0
3,23/05/2015,0,0,0,0
3,24/05/2015,0,0,0,0
3,25/05/2015,0,0,0,0
3,26/05/2015,1,22.10312683,0,0
3,27/05/2015,0,0,0,0
3,28/05/2015,0,0,0,0
3,29/05/2015,0,0,0,0
3,30/05/2015,1,139.6698323,3,0
3,31/05/2015,1,264.7127685,3,0
3,01/06/2015,0,0,0,0
3,02/06/2015,0,0,0,0
3,03/06/2015,0,0,0,0
3,04/06/2015,1,128.480817,2,0
3,05/06/2015,0,0,0,0
3,06/06/2015,0,0,0,0
3,07/06/2015,0,0,0,0
3,08/06/2015,0,0,0,0
3,09/06/2015,0,0,0,0
3,10/06/2015,0,0,0,0
3,11/06/2015,0,0,0,0
3,12/06/2015,0,0,0,0
3,13/06/2015,0,0,0,0
3,14/06/2015,0,0,0,0
3,15/06/2015,0,0,0,0
3,16/06/2015,0,0,0,0
3,17/06/2015,0,0,0,0
3,18/06/2015,0,0,0,0
3,19/06/2015,0,0,0,0
3,20/06/2015,0,0,0,0
3,21/06/2015,1,54.94929917,0,0
3,22/06/2015,1,132.9504787,1,0
3,23/06/2015,1,29.17292167,0,0
3,24/06/2015,0,0,0,0
3,25/06/2015,1,80.134017,1,0
3,26/06/2015,0,0,0,0
3,27/06/2015,0,0,0,0
3,28/06/2015,1,133.2607182,3,0
3,29/06/2015,0,0,0,0
3,30/06/2015,1,18.42774683,0,0
3,01/07/2015,0,0,0,0
3,02/07/2015,0,0,0,0
3,03/07/2015,0,0,0,0
3,04/07/2015,0,0,0,0
3,05/07/2015,0,0,0,0
3,06/07/2015,0,0,0,0
3,07/07/2015,0,0,0,0
3,08/07/2015,0,0,0,0
3,09/07/2015,0,0,0,0
3,10/07/2015,0,0,0,0
3,11/07/2015,0,0,0,0
3,12/07/2015,0,0,0,0
3,13/07/2015,0,0,0,0
3,14/07/2015,0,0,0,0
3,15/07/2015,0,0,0,0
3,16/07/2015,0,0,0,0
3,17/07/2015,0,0,0,0
3,18/07/2015,0,0,0,0
3,19/07/2015,0,0,0,0
3,20/07/2015,0,0,0,0
3,21/07/2015,0,0,0,0
3,22/07/2015,0,0,0,0
3,23/07/2015,0,0,0,0
3,24/07/2015,0,0,0,0
3,25/07/2015,0,0,0,0
3,27/07/2015,0,0,0,0
3,28/07/2015,0,0,0,0
3,29/07/2015,0,0,0,0
3,30/07/2015,0,0,0,0
3,31/07/2015,0,0,0,0
3,01/08/2015,0,0,0,0
3,02/08/2015,0,0,0,0
3,03/08/2015,0,0,0,0
3,04/08/2015,0,0,0,0
3,05/08/2015,0,0,0,0
3,06/08/2015,0,0,0,0
3,07/08/2015,0,0,0,0
3,08/08/2015,0,0,0,0
3,09/08/2015,1,9.341378333,0,0
3,10/08/2015,0,0,0,0
3,11/08/2015,0,0,0,0
3,12/08/2015,0,0,0,0
3,13/08/2015,0,0,0,0
3,14/08/2015,0,0,0,0
3,15/08/2015,0,0,0,0
3,16/08/2015,0,0,0,0
3,17/08/2015,0,0,0,0
3,18/08/2015,0,0,0,0
3,19/08/2015,0,0,0,0
3,20/08/2015,0,0,0,0
3,21/08/2015,0,0,0,0
3,22/08/2015,0,0,0,0
3,23/08/2015,0,0,0,0
3,24/08/2015,0,0,0,0
3,25/08/2015,0,0,0,0
3,26/08/2015,0,0,0,0
3,27/08/2015,0,0,0,0
4,12/05/2015,0,0,0,0
4,13/05/2015,0,0,0,0
4,14/05/2015,0,0,0,0
4,15/05/2015,1,33.32140467,0,0
4,16/05/2015,0,0,0,0
4,17/05/2015,0,0,0,0
4,18/05/2015,0,0,0,0
4,19/05/2015,0,0,0,0
4,20/05/2015,0,0,0,0
4,21/05/2015,0,0,0,0
4,22/05/2015,0,0,0,0
4,23/05/2015,0,0,0,0
4,24/05/2015,0,0,0,0
4,25/05/2015,0,0,0,0
4,26/05/2015,0,0,0,0
4,27/05/2015,0,0,0,0
4,28/05/2015,0,0,0,0
4,29/05/2015,0,0,0,0
4,30/05/2015,0,0,0,0
4,31/05/2015,0,0,0,0
4,01/06/2015,0,0,0,0
4,02/06/2015,0,0,0,0
4,03/06/2015,0,0,0,0
4,04/06/2015,0,0,0,0
4,05/06/2015,0,0,0,0
4,06/06/2015,0,0,0,0
4,07/06/2015,0,0,0,0
4,08/06/2015,1,13.13445667,0,0
4,09/06/2015,2,92.56354817,1,0
4,10/06/2015,1,179.3150025,2,0
4,11/06/2015,1,134.7605515,1,0
4,12/06/2015,1,71.17957517,0,0
4,13/06/2015,1,113.3559705,1,0
4,14/06/2015,1,221.1220845,1,0
4,15/06/2015,1,117.8961227,0,0
4,16/06/2015,1,93.99754567,0,0
4,17/06/2015,1,203.6671522,2,0
4,18/06/2015,0,0,0,0
4,19/06/2015,1,37.23160267,0,0
4,20/06/2015,1,7.608842333,0,0
4,21/06/2015,0,0,0,0
4,22/06/2015,2,39.00924283,0,0
4,23/06/2015,0,0,0,0
4,24/06/2015,1,6.264035333,0,0
4,25/06/2015,0,0,0,0
4,26/06/2015,0,0,0,0
4,27/06/2015,0,0,0,0
4,28/06/2015,0,0,0,0
4,29/06/2015,0,0,0,0
4,30/06/2015,2,69.209339,0,0
4,01/07/2015,1,24.13036017,0,0
4,02/07/2015,0,0,0,0
4,03/07/2015,0,0,0,0
4,04/07/2015,0,0,0,0
4,05/07/2015,0,0,0,0
4,06/07/2015,1,64.74927583,0,0
